"DBELE";"2019-1091";1000;20;"LorenzoTasca";" ";;"N";"N";
"DBELE";"2019-1091";2000;10;;" ";;"N";"N";
"DBELE";"2019-1091";3000;10;;" ";;"N";"N";
"DBELE";"2019-1091";4000;10;;" ";;"N";"N";
"DBELE";"2019-1091";5000;10;;" ";;"N";"N";
"DBELE";"2019-1091";6000;10;;" ";;"N";"N";
"DBELE";"2019-1091";7000;10;;" ";;"N";"N";
"DBELE";"2019-1091";8000;10;;" ";;"N";"N";
"DBELE";"2019-1091";9000;10;;" ";;"N";"N";
"DBELE";"2020-1073";1000;27;"StefanoVanuzzo";" ";;"N";"N";
"DBELE";"2020-1073";2000;27;"StefanoVanuzzo";" ";;"N";"N";
"DBELE";"2020-1073";3000;35;"FedericaFavero";" ";;"N";"N";
"DBELE";"2020-1583";1000;10;;" ";;"N";"N";
"DBELE";"2020-1628";1000;10;;" ";;"N";"N";
"DBELE";"2020-1628";2000;10;;" ";;"N";"N";
"DBELE";"2020-1628";3000;10;;" ";;"N";"N";
"DBELE";"2020-1628";4000;10;;" ";;"N";"N";
"DBELE";"2020-1628";5000;10;;" ";;"N";"N";
"DBELE";"2020-1628";6000;10;;" ";;"N";"N";
"DBELE";"2020-1628";7000;10;;" ";;"N";"N";
"DBELE";"2020-1628";8000;10;;" ";;"N";"N";
"DBELE";"2020-1841";1000;35;"StefanoVanuzzo";" ";;"N";"N";
"DBELE";"2020-1841";2000;35;"StefanoVanuzzo";" ";;"N";"N";
"DBELE";"2020-1841";3000;35;"StefanoVanuzzo";" ";;"N";"N";
"DBELE";"2020-1841";4000;35;"StefanoVanuzzo";" ";;"N";"N";
"DBELE";"2020-1841";5000;35;"StefanoVanuzzo";" ";;"N";"N";
"DBELE";"2020-1941";1000;10;;" ";;"N";"N";
"DBELE";"2020-1941";2000;10;;" ";;"N";"N";
"DBELE";"2020-1941";3000;10;;" ";;"N";"N";
"DBELE";"2020-1941";4000;10;;" ";;"N";"N";
"DBELE";"2020-1941";5000;10;;" ";;"N";"N";
"DBELE";"2020-1941";6000;10;;" ";;"N";"N";
"DBELE";"2020-1941";7000;10;;" ";;"N";"N";
"DBELE";"2020-1941";8000;10;;" ";;"N";"N";
"DBELE";"2020-1941";9000;10;;" ";;"N";"N";
"DBELE";"2020-1988";1000;10;;" ";;"N";"N";
"DBELE";"2020-1988";2000;10;;" ";;"N";"N";
"DBELE";"2020-1988";3000;10;;" ";;"N";"N";
"DBELE";"2020-1988";4000;10;;" ";;"N";"N";
"DBELE";"2020-1988";5000;10;;" ";;"N";"N";
"DBELE";"2020-1988";6000;10;;" ";;"N";"N";
"DBELE";"2020-1988";7000;10;;" ";;"N";"N";
"DBELE";"2020-1988";8000;10;;" ";;"N";"N";
"DBELE";"2020-2113";2000;10;;" ";;"N";"N";
"DBELE";"2020-2139";1000;10;;" ";;"N";"N";
"DBELE";"2020-2139";2000;10;;" ";;"N";"N";
"DBELE";"2020-2139";3000;10;;" ";;"N";"N";
"DBELE";"2020-2139";4000;10;;" ";;"N";"N";
"DBELE";"2020-2139";5000;10;;" ";;"N";"N";
"DBELE";"2020-2139";6000;10;;" ";;"N";"N";
"DBELE";"2020-2139";7000;10;;" ";;"N";"N";
"DBELE";"2020-2139";8000;10;;" ";;"N";"N";
"DBELE";"2020-2139";9000;10;;" ";;"N";"N";
"DBELE";"2020-2139";10000;10;;" ";;"N";"N";
"DBELE";"2020-2139";11000;10;;" ";;"N";"N";
"DBELE";"2020-2139";11500;10;;" ";;"N";"N";
"DBELE";"2020-2139";12000;10;;" ";;"N";"N";
"DBELE";"2020-2139";13000;10;;" ";;"N";"N";
"DBELE";"2020-2139";14000;10;;" ";;"N";"N";
"DBELE";"2020-2139";15000;10;;" ";;"N";"N";
"DBELE";"2020-2139";16000;10;;" ";;"N";"N";
"DBELE";"2020-2139";17000;10;;" ";;"N";"N";
"DBELE";"2020-2139";18000;10;;" ";;"N";"N";
"DBELE";"2020-2139";19000;10;;" ";;"N";"N";
"DBELE";"2020-2139";20000;10;;" ";;"N";"N";
"DBELE";"2020-2139";21000;10;;" ";;"N";"N";
"DBELE";"2020-2168";2000;10;;" ";;"N";"N";
"DBELE";"2020-2190";1000;99;"EnricoCiscato";" ";;"N";"N";
"DBELE";"2020-2190";2000;99;"EnricoCiscato";" ";;"S";"N";
"DBELE";"2020-2190";3000;99;"EnricoCiscato";" ";;"N";"N";
"DBELE";"2020-2192";1000;35;"FedericaFavero";" ";;"N";"N";
"DBELE";"2020-2192";2000;35;"FedericaFavero";" ";;"N";"N";
"DBELE";"2020-2192";3000;35;"FedericaFavero";" ";;"N";"N";
"DBELE";"2020-2192";4000;35;"FedericaFavero";" ";;"N";"N";
"DBELE";"2020-2195";1000;10;;" ";;"N";"N";
"DBELE";"2020-2195";2000;10;;" ";;"N";"N";
"DBELE";"2020-2216";1000;10;;" ";;"N";"N";
"DBELE";"2020-2250";1000;10;;" ";;"N";"N";
"DBELE";"2020-2256";1000;10;;" ";;"N";"N";
"DBELE";"2020-2258";1000;10;;" ";;"N";"N";
"DBELE";"2020-394";1000;50;"StefanoVanuzzo";" ";;"N";"N";
"DBELE";"2021-100";1000;35;"FedericaFavero";" ";;"N";"N";
"DBELE";"2021-100";2000;35;"FedericaFavero";" ";;"N";"N";
"DBELE";"97948";1000;10;;" ";;"N";"N";
"DBELE";"OCV21DBEBS00001";1000;10;;" ";;"N";"N";
"DBELE";"OCV21DBEBS00002";1000;10;;" ";;"N";"N";
"DBELE";"OCV21DBEBS00003";1000;10;;" ";;"N";"N";
"DBELE";"OCV21DBEBS00005";1000;50;"federico.modonesi";" ";;"N";"N";
"DBELE";"OCV21DBEBS00006";1000;10;;" ";;"N";"N";
"DBELE";"OCV21DBEBS00011";1000;10;;" ";;"N";"N";
"DBELE";"OCV21DBEBS00013";1000;50;"lucabressana";" ";;"N";"N";
"DBELE";"OCV21DBEBS00014";1000;50;"danieledotti";" ";;"N";"N";
"DBELE";"OCV21DBEPD00001";1000;10;;" ";;"N";"N";
"DBELE";"OCV21DBEPD00002";1000;10;;" ";;"N";"N";
"DBELE";"OCV21DBEPD00002";2000;10;;" ";;"N";"N";
"DBELE";"OCV21DBEPD00002";3000;10;;" ";;"N";"N";
"DBELE";"OCV21DBEPD00002";4000;10;;" ";;"N";"N";
"DBELE";"OCV21DBEPD00003";1000;10;;" ";;"N";"N";
"DBELE";"OCV21DBEPD00004";1000;10;;" ";;"N";"N";
"DBELE";"OCV21DBEPD00006";1000;10;;" ";;"N";"N";
"DBELE";"OCV21DBEPD00007";1000;99;"EnricoCiscato";" ";;"N";"N";
"DBELE";"OCV21DBEPD00007";2000;99;"EnricoCiscato";" ";;"N";"N";
"DBELE";"OCV21DBEPD00009";1000;50;"StefanoVanuzzo";" ";;"N";"N";
"DBELE";"OCV21DBEPD00010";1000;50;"StefanoVanuzzo";" ";;"N";"N";
"DBELE";"OCV21DBEPD00011";1000;50;"StefanoVanuzzo";" ";;"N";"N";
"DBELE";"OCV21DBEPD00012";1000;50;"StefanoVanuzzo";" ";;"N";"N";
"DBELE";"OCV21DBEPD00012";2000;50;"StefanoVanuzzo";" ";;"N";"N";
"DBELE";"OCV21DBEPD00014";1000;50;"StefanoVanuzzo";" ";;"N";"N";
"DBELE";"OCV21DBEPD00015";1000;10;;" ";;"N";"N";
"DBELE";"OCV21DBEPD00016";1000;10;;" ";;"N";"N";
"DBELE";"OCV21DBEPD00016";2000;10;;" ";;"N";"N";
"DBELE";"OCV21DBEPD00016";3000;10;;" ";;"N";"N";
"DBELE";"OCV21DBEPD00016";4000;10;;" ";;"N";"N";
"DBELE";"OCV21DBEPD00016";5000;10;;" ";;"N";"N";
"DBELE";"OCV21DBEPD00016";6000;10;;" ";;"N";"N";
"DBELE";"OCV21DBEPD00017";1000;10;;" ";;"N";"N";
"DBELE";"OCV21DBEPD00017";2000;10;;" ";;"N";"N";
"DBELE";"OCV21DBEPD00017";3000;10;;" ";;"N";"N";
"DBELE";"OCV21DBEPD00017";4000;10;;" ";;"N";"N";
"DBELE";"OCV21DBEPD00017";5000;10;;" ";;"N";"N";
"DBELE";"OCV21DBEPD00017";6000;10;;" ";;"N";"N";
"DBELE";"OCV21DBEPD00017";7000;10;;" ";;"N";"N";
"DBELE";"OCV21DBEPD00018";2000;10;;" ";;"N";"N";
"DBELE";"OCV21DBEPD00018";3000;10;;" ";;"N";"N";
"DBELE";"OCV21DBEPD00019";1000;10;;" ";;"N";"N";
"DBELE";"OCV22DBEBS00002";1000;10;;" ";;"N";"N";
"DBELE";"OCV22DBEBS00004";1000;10;;" ";;"N";"N";
"DBELE";"OCV22DBEBS00005";1000;20;"danieledotti";" ";;"N";"N";
"DBELE";"OCV22DBEBS00013";1000;10;;" ";;"N";"N";
"DBELE";"OCV22DBEBS00013";2000;10;;" ";;"N";"N";
"DBELE";"OCV22DBEBS00013";3000;10;;" ";;"N";"N";
"DBELE";"OCV22DBEBS00013";4000;10;;" ";;"N";"N";
"DBELE";"OCV22DBEBS00013";5000;10;;" ";;"N";"N";
"DBELE";"OCV22DBEBS00015";1000;40;"danieledotti";" ";"in attesa canale da cliente";"S";"N";
"DBELE";"OCV22DBEPD00001";1000;50;"StefanoVanuzzo";" ";;"N";"N";
"DBELE";"OCV22DBEPD00001";2000;50;"StefanoVanuzzo";" ";;"N";"N";
"DBELE";"OCV22DBEPD00001";3000;50;"StefanoVanuzzo";" ";;"N";"N";
"DBELE";"OCV22DBEPD00003";1000;30;"LorenzoTasca";" ";;"N";"N";
"DBELE";"OCV22DBEPD00003";2000;30;"LorenzoTasca";" ";;"N";"N";
"DBELE";"OCV22DBEPD00004";1000;20;"LorenzoTasca";" ";;"N";"N";
"DBELE";"OCV22DBEPD00004";2000;50;"StefanoVanuzzo";" ";;"N";"N";
"DBELE";"OCV22DBEPD00005";1000;20;"LorenzoTasca";" ";;"N";"N";
"DBELE";"OCV22DBEPD00006";1000;50;"StefanoVanuzzo";" ";;"N";"N";
"DBELE";"OCV22DBEPD00007";1000;50;"StefanoVanuzzo";" ";;"N";"N";
"DBELE";"OCV22DBEPD00008";1000;50;"StefanoVanuzzo";" ";;"N";"N";
"DBELE";"OCV22DBEPD00008";2000;50;"StefanoVanuzzo";" ";;"N";"N";
"DBELE";"OCV22DBEPD00008";3000;50;"StefanoVanuzzo";" ";;"N";"N";
"DBELE";"OCV22DBEPD00009";1000;50;"StefanoVanuzzo";" ";;"N";"N";
"DBELE";"OCV22DBEPD00009";2000;50;"StefanoVanuzzo";" ";;"N";"N";
"DBELE";"OCV22DBEPD00009";3000;50;"StefanoVanuzzo";" ";;"N";"N";
"DBELE";"OCV22DBEPD00010";1000;20;"LorenzoTasca";" ";;"N";"N";
"DBELE";"OCV22DBEPD00012";1000;50;"StefanoVanuzzo";" ";;"N";"N";
"DBELE";"OCV22DBEPD00012";2000;50;"StefanoVanuzzo";" ";;"N";"N";
"DBELE";"OCV22DBEPD00012";3000;50;"StefanoVanuzzo";" ";;"N";"N";
"DBELE";"OCV22DBEPD00013";1000;50;"StefanoVanuzzo";" ";;"N";"N";
"DBELE";"OCV23DBEBS00001";1000;35;"federicomodonesi";" ";;"N";"N";
"DBELE";"OCV23DBEBS00004";1000;50;;" ";;"N";"N";
"DBELE";"OCV23DBEBS00005";1000;20;"danieledotti";" ";;"N";"N";
"DBELE";"OCV23DBEBS00007";1000;10;;" ";;"N";"N";
"DBELE";"OCV23DBEBS00007";3000;20;"lucabressana";" ";;"N";"N";
"DBELE";"OCV23DBEBS00009";1000;20;"danieledotti";" ";;"N";"N";
"DBELE";"OCV23DBEPD00001";1000;35;"FedericaFavero";" ";;"N";"N";
"DBELE";"OCV23DBEPD00002";1000;35;"FedericaFavero";" ";;"N";"N";
"DBELE";"OCV23DBEPD00002";2000;35;"FedericaFavero";" ";;"N";"N";
"DBELE";"OCV23DBEPD00003";1000;20;"LorenzoTasca";" ";;"N";"N";
"DBELE";"OCV23DBEPD00004";1000;50;"StefanoVanuzzo";" ";;"N";"N";
"DBELE";"OCV23DBEPD00005";1000;10;;" ";;"N";"N";
"DBELE";"OCV23DBEPD00006";2000;50;"FedericaFavero";" ";;"N";"N";
"DBELE";"OCV23DBEPD00008";1000;35;"FedericaFavero";" ";;"N";"N";
"DBELE";"OCV23DBEPD00009";1000;50;"FedericaFavero";" ";;"N";"N";
"DBELE";"OCV23DBEPD00010";1000;35;"FedericaFavero";" ";;"N";"N";
"DBELE";"OCV23DBEPD00011";1000;35;"FedericaFavero";" ";;"N";"N";
"DBELE";"OCV23DBEPD00012";1000;27;"LorenzoTasca";" ";;"N";"N";
"DBELE";"OCV23DBEPD00013";1000;10;;" ";;"N";"N";
"DBELE";"OCV23DBEPD00013";2000;10;;" ";;"N";"N";
"DBELE";"OCV23DBEPD00013";3000;10;;" ";;"N";"N";
"DBELE";"OCV23DBEPD00013";4000;10;;" ";;"N";"N";
"DBELE";"OCV23DBEPD00013";5000;10;;" ";;"N";"N";
"DBELE";"OCV23DBEPD00013";6000;10;;" ";;"N";"N";
"DBELE";"OCV23DBEPD00013";7000;10;;" ";;"N";"N";
"DBELE";"OCV23DBEPD00013";8000;10;;" ";;"N";"N";
"DBELE";"OCV23DBEPD00013";9000;10;;" ";;"N";"N";
"DBELE";"OCV23DBEPD00013";10000;10;;" ";;"N";"N";
"DBELE";"OCV23DBEPD00013";11000;10;;" ";;"N";"N";
"DBELE";"OCV23DBEPD00013";12000;10;;" ";;"N";"N";
"DBELE";"OCV23DBEPD00013";13000;10;;" ";;"N";"N";
"DBELE";"OCV23DBEPD00015";1000;45;"EnricoCiscato";" ";;"N";"N";
"DBELE";"OCV23DBEPD00015";2000;45;"EnricoCiscato";" ";;"N";"N";
"DBELE";"OCV23DBEPD00015";3000;45;"EnricoCiscato";" ";;"N";"N";
"DBELE";"OCV23DBEPD00017";1000;20;"lucabressana";" ";;"N";"N";
"DBELE";"OCV23DBEPD00017";2000;20;"lucabressana";" ";;"N";"N";
"DBELE";"OCV23DBEPD00017";3000;20;"lucabressana";" ";;"N";"N";
"DBELE";"OCV23DBEPD00017";4000;20;"EnricoCiscato";" ";;"N";"N";
"DBELE";"OCV23DBEPD00017";5000;45;"EnricoCiscato";" ";;"N";"N";
"DBELE";"OCV23DBEPD00017";6000;20;"lucabressana";" ";;"N";"N";
"DBELE";"OCV23DBEPD00017";7000;20;"lucabressana";" ";;"N";"N";
"DBELE";"OCV23DBEPD00017";8000;20;"lucabressana";" ";;"N";"N";
"DBELE";"OCV23DBEPD00017";9000;20;"EnricoCiscato";" ";;"N";"N";
"DBELE";"OCV23DBEPD00017";10000;45;"EnricoCiscato";" ";;"N";"N";
"DBELE";"OCV23DBEPD00017";11000;20;"lucabressana";" ";;"N";"N";
"DBELE";"OCV23DBEPD00017";12000;20;"lucabressana";" ";;"N";"N";
"DBELE";"OCV23DBEPD00017";13000;20;"lucabressana";" ";;"N";"N";
"DBELE";"OCV23DBEPD00017";14000;20;"EnricoCiscato";" ";;"N";"N";
"DBELE";"OCV23DBEPD00017";15000;45;"EnricoCiscato";" ";;"N";"N";
"DBELE";"OCV23DBEPD00017";16000;20;"lucabressana";" ";;"N";"N";
"DBELE";"OCV23DBEPD00017";17000;20;"lucabressana";" ";;"N";"N";
"DBELE";"OCV23DBEPD00017";18000;20;"lucabressana";" ";;"N";"N";
"DBELE";"OCV23DBEPD00017";19000;20;"EnricoCiscato";" ";;"N";"N";
"DBELE";"OCV23DBEPD00017";20000;45;"EnricoCiscato";" ";;"N";"N";
"DBELE";"OCV23DBEPD00017";21000;20;"lucabressana";" ";;"N";"N";
"DBELE";"OCV23DBEPD00017";22000;20;"lucabressana";" ";;"N";"N";
"DBELE";"OCV23DBEPD00017";23000;20;"lucabressana";" ";;"N";"N";
"DBELE";"OCV23DBEPD00017";24000;20;"EnricoCiscato";" ";;"N";"N";
"DBELE";"OCV23DBEPD00017";25000;45;"EnricoCiscato";" ";;"N";"N";
"DBELE";"OCV23DBEPD00017";26000;45;"EnricoCiscato";" ";;"N";"N";
"DBELE";"OCV23DBEPD00017";27000;45;"EnricoCiscato";" ";;"N";"N";
"DBELE";"OCV23DBEPD00017";28000;50;;" ";;"N";"N";
"DBELE";"OCV23DBEPD00017";29000;50;;" ";;"N";"N";
"DBELE";"OCV23DBEPD00017";30000;50;;" ";;"N";"N";
"DBELE";"OCV24DBEBS00001";1000;20;"lucabressana";" ";;"N";"N";
"DBELE";"OCV24DBEBS00003";1000;50;;" ";;"N";"N";
"DBELE";"OCV24DBEBS00004";1000;20;"danieledotti";" ";;"N";"N";
"DBELE";"OCV24DBEBS00004";2000;45;"robertorosa";" ";;"N";"N";
"DBELE";"OCV24DBEBS00004";3000;10;;" ";;"N";"N";
"DBELE";"OCV24DBEBS00004";4000;10;;" ";;"N";"N";
"DBELE";"OCV24DBEBS00004";5000;10;;" ";;"N";"N";
"DBELE";"OCV24DBEBS00004";5500;10;;" ";;"N";"N";
"DBELE";"OCV24DBEBS00004";6000;10;;" ";;"N";"N";
"DBELE";"OCV24DBEBS00004";7000;10;;" ";;"N";"N";
"DBELE";"OCV24DBEBS00004";8000;10;;" ";;"N";"N";
"DBELE";"OCV24DBEBS00004";9000;50;;" ";;"N";"N";
"DBELE";"OCV24DBEBS00004";10000;10;;" ";;"N";"N";
"DBELE";"OCV24DBEBS00008";2000;20;"lucabressana";" ";;"N";"N";
"DBELE";"OCV24DBEBS00008";3000;10;;" ";;"N";"N";
"DBELE";"OCV24DBEBS00009";1000;20;"lucabressana";" ";;"N";"N";
"DBELE";"OCV24DBEBS00010";1000;20;"lucabressana";" ";;"N";"N";
"DBELE";"OCV24DBEBS00011";1000;35;"danieledotti";" ";;"N";"N";
"DBELE";"OCV24DBEBS00011";2000;35;"danieledotti";" ";;"N";"N";
"DBELE";"OCV24DBEBS00011";3000;35;"danieledotti";" ";;"N";"N";
"DBELE";"OCV24DBEBS00016";1000;35;"EnricoCiscato";" ";;"N";"N";
"DBELE";"OCV24DBEBS00017";1000;20;"danieledotti";" ";;"N";"N";
"DBELE";"OCV24DBEBS00018";1000;10;;" ";;"N";"N";
"DBELE";"OCV24DBEBS00018";2000;10;;" ";;"N";"N";
"DBELE";"OCV24DBEBS00019";1000;35;"federicomodonesi";" ";;"N";"N";
"DBELE";"OCV24DBEBS00022";1000;35;"federicomodonesi";" ";;"N";"N";
"DBELE";"OCV24DBEBS00025";1000;20;"lucabressana";" ";;"N";"N";
"DBELE";"OCV24DBEBS00026";1000;10;;" ";;"N";"N";
"DBELE";"OCV24DBEBS00026";2000;10;;" ";;"N";"N";
"DBELE";"OCV24DBEBS00027";1000;20;"danieledotti";" ";;"N";"N";
"DBELE";"OCV24DBEPD00002";1000;35;"FedericaFavero";" ";;"N";"N";
"DBELE";"OCV24DBEPD00002";2000;50;;" ";;"N";"N";
"DBELE";"OCV24DBEPD00003";1000;20;"danieledotti";" ";;"N";"N";
"DBELE";"OCV24DBEPD00003";1916;20;"danieledotti";" ";;"N";"N";
"DBELE";"OCV24DBEPD00003";2000;20;"danieledotti";" ";;"N";"N";
"DBELE";"OCV24DBEPD00003";2333;20;"danieledotti";" ";;"N";"N";
"DBELE";"OCV24DBEPD00003";2499;20;"danieledotti";" ";;"N";"N";
"DBELE";"OCV24DBEPD00003";2666;20;"danieledotti";" ";;"N";"N";
"DBELE";"OCV24DBEPD00003";3000;50;;" ";;"N";"N";
"DBELE";"OCV24DBEPD00003";4000;50;;" ";;"N";"N";
"DBELE";"OCV24DBEPD00003";5000;50;;" ";;"N";"N";
"DBELE";"OCV24DBEPD00004";1000;20;"danieledotti";" ";;"N";"N";
"DBELE";"OCV24DBEPD00004";1500;10;;" ";;"N";"N";
"DBELE";"OCV24DBEPD00004";2000;20;"danieledotti";" ";;"N";"N";
"DBELE";"OCV24DBEPD00004";3000;50;;" ";;"N";"N";
"DBELE";"OCV24DBEPD00004";4000;50;;" ";;"N";"N";
"DBELE";"OCV24DBEPD00004";5000;50;;" ";;"N";"N";
"DBELE";"OCV24DBEPD00005";1000;20;"danieledotti";" ";;"N";"N";
"DBELE";"OCV24DBEPD00005";1500;10;;" ";;"N";"N";
"DBELE";"OCV24DBEPD00005";2000;20;"danieledotti";" ";;"N";"N";
"DBELE";"OCV24DBEPD00005";3000;50;;" ";;"N";"N";
"DBELE";"OCV24DBEPD00005";4000;50;;" ";;"N";"N";
"DBELE";"OCV24DBEPD00005";5000;50;;" ";;"N";"N";
"DBELE";"OCV24DBEPD00006";1000;20;"danieledotti";" ";;"N";"N";
"DBELE";"OCV24DBEPD00006";1500;20;"danieledotti";" ";;"N";"N";
"DBELE";"OCV24DBEPD00006";2000;20;"danieledotti";" ";;"N";"N";
"DBELE";"OCV24DBEPD00006";3000;50;;" ";;"N";"N";
